issuer_name,recipient_name,course_name,issue_date,expiry_date,credential_hash,issuer_reputation_score,certificate_age_days,metadata_completeness_score,ocr_confidence_score,template_match_score,domain_verification_status,previous_verification_count,time_since_last_verification_days,label
Harvard University,Arun Santos,Cybersecurity Analyst,2022-08-16,2026-02-02,e9a04920a6169e666c399be2ec31a03bf547d6c11e7c1a3e1234512e4cda674d,0.8322607444671011,1233,0.9249675427810274,0.9956731846774345,0.9826405382143669,1,6,23.67345609584564,0
MIT,Fatima Rossi,Digital Marketing,2023-08-15,2025-11-04,d31fd2bc08c4e763b4d55ed9a0cfc6a46c27b3086c742db12788c3946564db8e,0.843535907211621,869,0.6658506396146651,0.9011902339095179,0.6791192002376795,1,7,2.309204311196894,0
NUS Singapore,Pierre Kim,Network Engineering,2022-11-24,2025-10-25,964ab7e670bbc64bddf250b40cbf4b4c9c1eb16ef2dcc7e0ba7011664f4708fc,0.7909634565836048,1133,0.5335555033872048,0.8461526345177326,0.6774735844309729,1,7,53.43184841718823,0
Yale University,Joseph Williams,Digital Marketing,2022-02-27,2027-02-22,079ffe6907c17165d92f43960b021ca6862d348fe2a76a6c21905631b5f4c2fd,0.8655021569309008,1403,0.9435093787867355,0.8621963228036839,0.9302288062764774,1,3,12.842383829957814,0
ETH Zurich,Sarah Garcia,Quantum Computing Basics,2023-07-21,2025-01-02,dcde97142206bfaad48833c4cd08f546ab74d232ca349bfb968b89096f3ee835,0.9803675060653014,894,0.6797961237498891,0.9437589855861475,0.9680959615689516,1,5,64.7633436962014,0
Columbia University,Ana Garcia,Agile Methodology,2021-10-02,2025-03-29,222af82a66c88f2a7563650f15c95435444086d945e4ad8f6448a4fc40bfacb1,0.6505453004803324,1551,0.750314769423041,0.8727136247699463,0.7362306999884076,1,5,38.05318875246041,0
CompTIA,Linda Johnson,Project Management Professional,2024-06-03,2025-10-21,e83232662671ae7f89ead268c2c327af752958cd83e3e41bd35b8c806730cdb1,0.9259352556352395,576,0.8280021822976344,0.9777584574798242,0.9516864085045259,1,3,25.710746605252176,0
NUS Singapore,Priya Chen,Project Management Professional,2020-11-08,2024-09-07,66b7fc474b35b85ed14cae76c6b123046cc45d0c042294b2cf2a74cb1cebb23d,0.8684833147400962,1879,0.8391093320079095,0.8707524950379855,0.6793672157103225,1,8,16.455545133944703,0
Cisco,Fatima Dubois,Quantum Computing Basics,2021-08-21,2025-03-11,0e329aece47fdc7785c6e1083498643fbe0b7e042b6b066bbab565bb4b39a71c,0.9546493094238998,1593,0.7421221008576039,0.907840952596145,0.9221627721251978,1,9,35.869035599095355,0
AWS,Joseph Thompson,AI & Deep Learning,2022-07-04,2027-03-08,69f13a85c6797bc93fd6674a5dbca7e6560eb6bdb68a58e28eb01953a3567491,0.8631087160636307,1276,0.9321952331926334,0.8522277340695994,0.6709352055247761,1,12,117.17088494294579,0
ETH Zurich,Patricia Thompson,Business Analytics,2023-03-17,2024-08-12,d26fdb2add990d053b7304cf673b8371ff3a6a22d1a48639ff560b76bb9fa538,0.8499928549791622,1020,0.9313747239360393,0.8978567406262876,0.904076584264739,1,4,19.05614613667821,0
Salesforce,Mary Smith,Software Testing,2024-09-06,2027-09-29,bbf102ce0f89b1bce1b22f7366f9ea0a0c2843c55265c0c45c737c334723be83,0.8101905754946357,481,0.935847869734169,0.943063677498203,0.8553091452626386,1,5,80.95086653691595,0
Salesforce,Elizabeth Williams,Blockchain Development,2021-05-06,2025-01-10,c68921b91d69f37b715786eafa316421893225ea39af92189a0b6dcfcd5df48b,0.8306461236228431,1700,0.8720853428969626,0.9383164324730473,0.9204236941493387,0,6,0.4114742641987478,0
Oracle,Robert Smith,Data Engineering,2025-08-09,2029-02-03,061af3870d18f48663acdbb55167a4c0ebe83a30b2ea33285fb7839a23faa9af,0.8412434372530017,144,0.474070512566412,0.958682768638819,0.9892855343024066,1,8,10.118278481468238,0
Salesforce,Jessica Brown,Robotics Engineering,2024-02-24,2028-10-24,ed4d8115aa11d95b2d52a81d66b9e4ff3ee0ca3504cca3d805cd4d641e959aaa,0.8383689411665199,676,0.9061548066613502,0.9364202079820211,0.917349089187506,1,3,14.642379848003358,0
University of Toronto,John Tanaka,Computer Vision,2023-05-31,2025-07-03,1d1cd5ae3014fb9a9f54d9848c78e9f158411eae02c2b394febb77759bd1c805,0.7843002909026976,945,0.9140140706534619,0.9795397354129372,0.8736320889908294,1,6,5.419042734214843,0
Johns Hopkins University,Arun Santos,Quantum Computing Basics,2024-08-29,2029-08-26,4a986d309bd6ca6b939de9c6e33edee0d47a527783a92ff41c4946eae404a973,0.135,489,0.2898,0.7207,0.251,0,0,15.67,1
Udemy,Jennifer Thomas,Software Testing,2025-09-26,2028-01-28,b76f4fff3f2a3a96e35b74ec188db453b8c19fc75791b999d6a85c48ea64f930,0.9210341937564132,96,0.9602936626750629,0.9374290500195216,0.9712448135464894,1,7,7.7593755463130405,0
NUS Singapore,Christopher Mueller,IoT Development,2025-07-18,2027-11-14,99df079781adf1300e82e7145763acde9f5411ec5331277d65a3390add66131c,0.8757941096867645,166,0.8592589193566931,0.928095096324146,0.814161243814756,1,8,61.70707974432928,0
TU Munich,Jessica Thomas,Natural Language Processing,2024-11-29,2028-05-21,4d473b6023ac32fcf04d1e26d2e388089a7e1f42e9d5a5dabac1c92785b74818,0.8437037991519524,397,0.8835787978317646,0.8934420134794236,0.8624506506600206,1,6,120.61455829012162,0
Cambridge University,Thomas White,Blockchain Development,2024-01-08,2026-07-06,cde54b6fc076a19b706dcb88a6eec4eb2a5da17b7c71f13f81181a3761da7199,0.8669631035741567,723,0.7790419789630214,0.9242570444246329,0.8084980174315582,1,9,29.686764988562707,0
Coursera,Barbara Thomas,AI & Deep Learning,2022-08-18,2027-04-13,9bdf8df7bbdff68ff4071e7d6195ff3b83ac2da9fc58ab4c1bdd40c0a98c3db7,0.6764881493055391,1231,0.8654547078368647,0.9296012442158283,0.9383095451279369,1,7,112.4530654287123,0
NUS Singapore,Robert Brown,Cybersecurity Analyst,2021-02-28,2025-09-06,acec272989051c2cc66c1192277d5b9c2a6f4ebb8238b393fa36e8b7c4bebf78,0.9237012417791787,1767,0.8994841966708197,0.9895804346227969,0.9580418817425205,1,5,4.315167363159464,0
QuickCert Ltd,Joseph Rossi,Big Data Analytics,2021-05-06,2023-11-16,91bdb07603201e8c88171829c75d47f15df376725b12baced57be2d302d0f138,0.2457,1700,0.0638,0.709,0.0442,0,0,11.66,1
Udemy,Robert Hassan,Data Engineering,2021-09-21,2026-01-01,9c116b90e5aed72f0b8c5308c0fa11403830171495a30bda7c28b22e5a135c60,0.9948498916399563,1562,0.954234569101842,0.9254704235916485,0.8330722849850469,1,4,1.0586420562608898,0
IIT Delhi,Mary Martin,UI/UX Design,2025-10-16,2028-04-26,4b4b185c5fbb828c426c18d09e7002abbb8cbf12ac9fc03a7a16999a7e4a52d3,0.9369499706207925,76,0.9985754338406704,0.8574395854814877,0.8277094089217154,1,3,4.940958319660966,0
IIT Delhi,Michael Williams,Blockchain Development,2025-10-26,2029-09-21,3fcafc83b9fe9c14c5d7909b7ee88ff1b0a0fa4583aec9123235e4d4f1a9bcf6,0.7812161835637902,66,0.728136955602427,0.89469770464076,0.8455379724195468,1,3,11.112003650557792,0
PMI,Karen Wang,Project Management Professional,2025-02-01,2028-02-06,632891876d72beb76dab7a14ac943d1c4939cd6afbc099ef438a0d3b3a29ce52,0.8923372910754273,333,0.9000358096482793,0.9121033134267015,0.8737411261875232,1,9,12.462243376166548,0
University of Toronto,Patricia Jackson,Blockchain Development,2024-02-19,2025-08-11,eba0fb269307d270d28cb699f0faf7481d5d2633de67b275fdf706d5947fa684,0.7898164903181994,681,0.9208745980099612,0.9636496197928679,0.8992254211754342,1,8,14.337819593608966,0
Microsoft,Arun Mueller,IoT Development,2023-03-07,2024-10-21,e6668f1bb97da39291b78932009f03cf8416c4714c37a15aee25b15fb65a7356,0.9317821589663731,1030,0.9590248814133281,0.9490838442607687,0.6366223998228875,1,6,68.8248758718875,0
IBM,William Martin,Business Analytics,2021-05-13,2023-08-16,855c1492d8d2e9dbd8eb1dcfaf48ba8293cf69ab828b88759ffe506612739355,0.7730308896987984,1693,0.9543848779503019,0.9322792299342618,0.953573355261462,1,4,3.9281931742643876,0
CertForge Academy,Mohammed Jones,Data Science Professional,2020-09-19,2022-04-25,e2883c43,0.075,1929,0.0738,0.7252,0.1835,0,0,91.8,1
Columbia University,Yuki Dubois,Project Management Professional,2025-02-09,2028-11-05,cc703504a17dcf9dd02eba189e0b102f8ee6fac1d1a11f2d9341b17bd1339c45,0.7676069747991842,325,0.9814847270647933,0.8840275288284448,0.8175630267433027,1,3,46.58245562791712,0
ETH Zurich,Pierre Davis,DevOps Engineering,2021-11-28,2025-10-05,973bf65137a1c1285c9fb6186e97331bf299d5e9c0e780b1441b563e2897c41d,0.6235574952581898,1494,0.9419044956855444,0.87647418122897,0.8656313956328715,1,10,0.44027521396323105,0
IBM,Wei White,Full Stack Development,2020-07-18,2022-07-17,1d6e10d141b924055d1bddecd8ae9ffcae00559c5392869a9f3127427e3751c9,0.9430993749612899,1992,0.655956132592553,0.9177876650580816,0.8570798938461526,1,6,23.875864021254174,0
ETH Zurich,William Mueller,Cloud Architecture,2022-07-01,2025-09-24,2e58497d5ba92532769dc4267219d21183f253ced255c6135519050cdce090b7,0.8261924333413083,1279,0.8525976403918148,0.9190716666350816,0.9929887216223847,1,3,90.96073757077367,0
Cisco,Yuki Thomas,Mobile App Development,2026-11-27,2031-10-24,b270b094314cccc26403311e999498360ec7d7bf616dcc79c693ea76603a452f,0.1309,-331,0.3039,0.848,0.3825,1,0,12.28,1
edX,Wei Miller,UI/UX Design,2026-10-17,2030-07-10,3881d3fd04135bb89dec4d946f182425916ce053d42c0432960664c174a716df,0.3175,-290,0.369,0.7254,0.4691,1,1,58.5,1
MIT,Robert Hassan,Agile Methodology,2024-08-25,2028-07-20,1b5fdb4b9d1b7f916fe1ebf5acb99376ff2df0a95dde2e73cca307846ad4bc64,0.8192440157904732,493,0.7560887596503322,0.9092308001633874,0.7104316857682089,1,10,9.69868728847922,0
AWS,Priya Johnson,Mobile App Development,2024-07-22,2027-02-26,8f44b701e2966bedb569c3ac642804fa0c2f170f0c7758c26b74a3c72cf72c0f,0.9338751049109016,527,0.9616667623958292,0.9042169375499259,,1,6,23.93421249490462,0
Columbia University,Elizabeth Johnson,Agile Methodology,2024-05-04,2028-06-01,8acb9990a0f9611fbd8c608fa2172f31eb247e9228e8da8d904053eee64f1707,0.8465450169615488,606,,0.878074607385628,0.6760516231607354,1,3,8.948503322314034,0
University of Toronto,Sarah Jones,Full Stack Development,2025-09-20,2027-10-22,d8399add512a9b9ee320209c923b85f36c9041d0734ef15d1a550cdb4c179b7e,0.9734431163452478,102,0.8424488556151702,0.8987171292636912,0.9478320276895228,1,5,19.148024508950012,0
IIT Delhi,James Miller,Robotics Engineering,2023-01-06,2026-09-16,6b2509d759e0bf187ab6b8db1a4ceb7c18c4c3faf3683f9f0d000fedfb924aef,0.8098201570305134,1090,0.8480930039761636,0.8632373910514684,0.86874144051165,1,6,43.69115597663671,0
University of Toronto,Susan Mueller,Mobile App Development,2022-12-02,2027-01-16,b3bb72e6873fb020e29d022b02df415aa1f6c9b0c81dd7d3bedf63fe448c8722,0.8233816304128184,1125,0.9287882480067277,0.8735544131793246,0.6567413862794022,1,5,33.83211599050036,0
edX,Wei Dubois,Cloud Architecture,2021-09-28,2025-12-10,464868cdeb75b783204dbb5766cf8190bd337763adb5e0c37b84acb908686f2f,0.8255902609002558,1555,0.9901642630469765,1.0,0.6605082895795257,1,8,1.8254909602715141,0
University of Toronto,Sarah Davis,Digital Marketing,2022-03-16,2026-01-15,07efcdf8719ea9ba1834d0bed7f4c8693573f4eb96834e0f9422cf9c61116dc9,0.7893651341788929,1386,0.7155068403488684,0.9332459927018074,0.9372948125048753,1,3,17.88125510715323,0
ETH Zurich,Sarah White,Quantum Computing Basics,2020-03-30,2022-06-02,4566494b54b5df55b1f6f9d3eb1be2d089e36a5a298d4219e07c79c862a06ae7,0.6223604239307922,2102,0.9449915811232675,0.9171704191962254,0.7960674860627873,1,7,0.9647625784555044,0
CompTIA,Fatima Brown,Data Science Professional,2025-07-14,2028-06-23,584def3d25b0f72fe62b5f30fbfa3f7cfca4f6f2185e3e436e330c807e14e2c4,0.8034084625140729,170,0.8264320761915396,,0.815711798889756,1,12,47.142646820774154,0
University of Toronto,James Martinez,Data Science Professional,2024-03-28,2027-06-22,f4dea66e81a7e926d07f66b2be88ca0b82a16f7a9f1f324cd7307128b193e297,0.9040721082707964,643,0.9278337866638642,0.8855611446320505,0.9644502307809845,1,6,36.473613284492174,0
NUS Singapore,Wei Kumar,Cybersecurity Analyst,2021-05-25,2022-06-04,32fc7d23f2993027b5731d410c7ffc35627ee67ce2cf4bac514d671211201ccf,0.6431291634801901,1681,0.7886036966894866,0.8998481999820314,0.922521018825544,1,9,61.82206965751304,0
Coursera,Christopher Rossi,Full Stack Development,2025-03-29,2027-09-12,586f07972ce973f26f6322a9b3b83747c2963ddd84709452c2bfde6c5101a818,0.7313965962064239,277,0.810941900821843,0.9866394657275027,0.6139321250309534,1,6,49.27603942933701,0
University of Oxford,Sophie Rodriguez,Blockchain Development,2020-02-22,2023-02-10,b0ad323efc446f6b0f53e73b7ff75b0f5ab0a6b233374b36ae48d5e79362edbc,0.7169922579422484,2139,0.9473919570526236,0.899041287919232,0.9224315550477881,1,6,6.172357458178123,0
Yale University,Karen Johnson,DevOps Engineering,2022-07-30,2024-11-04,6dae95913f7032a0bf602cbad23e8674524e31c051a73a8be8024fed0683ab0f,0.5341619232103278,1250,0.8372350697205754,0.9779609719902282,0.9257524899102525,1,7,76.60436748897095,0
IIT Delhi,Jennifer Martinez,Full Stack Development,2025-09-06,2028-03-11,0cb1b4c605579a670257d61e0c2b28aecddbf3fc58a02695ce443c808ed1723b,0.9391672778050508,116,0.6832122273439848,0.9856216972329481,0.7266433066229143,1,9,10.085588470400566,0
IIT Delhi,Fatima Brown,Mobile App Development,2020-11-03,2022-03-11,5939a91d51ae16ccc8d4033ae69dda994e44dd624a46ab0efbfa34608bd6565f,0.7688063855239091,1884,0.9337736630541836,0.9488650791212874,0.8489468460394933,1,6,5.4381960850639635,0
Columbia University,Michael Jackson,Big Data Analytics,2020-03-25,2024-05-29,d528ee75ae9b0da0deb61cc6db302c0fa520ef531e05480056b74f0fa7466245,0.661433620379138,2107,0.9171564137195944,0.9106075952913171,0.8814502879213074,1,3,47.34873146216469,0
Columbia University,Elizabeth Dubois,Cloud Architecture,2022-05-03,2025-01-05,a25862fce37c7bab00df3450b1f770fe58c2839221c84745c203b4bc384fcc78,0.775748903581945,1338,0.9040836072705564,0.9052190605456785,0.8328011748729546,1,7,17.81959360209628,0
University of Toronto,John Rossi,Network Engineering,2025-06-14,2026-08-03,ff55f8d9ca138ce924d569fc304c27784e28aa369648075f183b4c338ca32df1,0.9261609218744038,200,0.9511028973893856,0.9344270851756858,0.94721082328908,0,5,105.64402162551322,0
DiplomaMill Online,Elizabeth Smith,UI/UX Design,2024-06-21,2027-08-09,d15cd6a1ef913ff4f8305eeaa4870f7b6c1b78c7e349e1c3439464804217b1f5,0.3672,558,0.3796,0.4171,0.0485,1,0,143.4,1
Columbia University,Elizabeth Rossi,UI/UX Design,2021-11-17,2025-10-25,0d12542b95e91c5ed795e1d5a26137c0fab79e171e3523c7336dbb6472dcd738,0.7823627359473424,1505,0.9180558979739236,0.9576743948764807,0.7928940777083102,1,9,41.97327761723977,0
CompTIA,Sophie Rossi,Cybersecurity Analyst,2020-04-26,2024-01-21,8bc331cf96ff3decc6e5b6808c81f81cce687eda54298a7b453ab1c8ccbdb6d4,0.7404684934523891,2075,0.9555021925786278,0.917113828761532,0.9778721397384841,1,6,17.415341621550468,0
IBM,Sarah Rodriguez,Project Management Professional,2021-07-19,2024-12-29,eef501fdd2621fd5a80778e9971f1a703fc6378e32a8e85ec820ab249018b0ed,0.8909210030094332,1626,0.9094452741515441,0.8783032281617625,0.8592445467701605,1,5,21.05763591760378,0
MIT,Ana Martin,Data Engineering,2023-05-31,2027-01-10,070b6bef3f73fe6b85ac5573eddeca382187f4cd44bc45815b593fb7d7e47637,0.9298612210608208,945,0.8599957605678874,0.9358541758052048,0.813672549937134,1,4,8.286172604606419,0
AWS,Michael Dubois,Network Engineering,2021-07-19,2025-08-13,ba9380982d46bf968adc13543ef283e1c83485933d7ae8b058d44c6bf727378c,0.8654236417143176,1626,0.91976341273338,0.9056904062162004,0.9219840290143723,1,6,0.4723652000113828,0
TU Munich,Fatima Harris,Database Administration,2023-04-02,2027-10-30,1f4111c6aa47b3657248274a76ce8c2777ae3732120c1427e5bf47f5a05e17cc,0.7997951033047567,1004,0.8469168811033637,0.8895142535458334,0.9243071504696161,1,5,0.22804037164075724,0
edX,James Rodriguez,Natural Language Processing,2022-05-22,2024-04-26,b79b102006e49c252316746bc9e165f97e5c8f9039f020805acc8236b61e23fc,0.8808902406478772,1319,0.7578807935962032,0.8774164832270782,0.7806597196472983,1,4,42.918002011835846,0
ETH Zurich,Jennifer Smith,Software Testing,2023-04-24,2026-07-26,4b11df8fda9d77bf8ac01d177410d6ef618bb6db4e3c76e1237e89914b705cf9,0.7303076809536357,982,0.7982287695721016,0.9152142685205944,0.7827400987072833,1,4,7.67539496321675,0
Google,Sarah Kim,Project Management Professional,2020-03-02,2024-04-29,f25bfb5f91e12e481dadb63982a77a331285a6bfe6785ba72bf93a868eaa8a0c,0.9763087973807882,2130,0.898043964239295,1.0,0.9696850430632612,1,6,55.56803531568953,0
TU Munich,Barbara Wang,Natural Language Processing,2022-06-06,2024-08-29,32391cd372a4a0560835453301df94b7224b8c36fbfaa9fa054be2dc32e91baf,0.6893220777232038,1304,0.6961452717662615,0.8479148897957269,0.861746663652559,1,9,37.94814155519049,0
IIT Delhi,Carlos Dubois,Software Testing,2022-12-02,2025-03-26,56703ab1af1995674b0da9fd8a5cbefd9f575bd84c5209f3303db1edfff13186,0.886971763235617,1125,0.7388045797964594,0.9421090670698411,0.972276162776467,0,7,22.30069263159923,0
DiplomaMill Online,Sarah Wang,DevOps Engineering,2023-10-26,2026-01-17,aa8601450a44fd46ba65749912b8efbb2bc4a707d1ca2c61e4d1bb58103fad71,0.2351,797,0.6816,0.7674,0.3018,0,2,10.29,1
Columbia University,David Rossi,Full Stack Development,2020-07-22,2024-02-06,6b9ad40841cd77f7099b76331997d65042fa145bd04e341a8a07ae9b64f4e323,0.4387375423287087,1988,0.8726081242151117,0.8925752206520939,0.8044354074186238,1,7,13.04857835205452,0
Cambridge University,Karen Anderson,Database Administration,2025-09-02,2029-08-26,91a6dea8e7bbac5cda9669c4b8bc9f37a10fdf275e120f41daabc73013eba3d9,0.9875419774543449,120,0.9878226494080972,0.8877588588072273,0.8050382696706883,1,7,1.359100687048415,0
NUS Singapore,Jennifer Hassan,Natural Language Processing,2024-06-03,2027-10-18,3c2d4bfd3fd0e8d6e0fe8f3a8b112a41767eba895758b06a69c5b2bdd435c142,0.8416635233339895,576,0.9285191559460905,0.8437029843838654,0.9749449443081064,1,2,57.16102701194526,0
edX,James Johnson,Agile Methodology,2025-05-24,2030-05-07,3cf9edbf062765ea24e524256286e9e8dc2bf21f0f38fd5cbd463075af01de01,0.811693462779087,221,0.9874177991988508,0.9264420809934245,0.8124430792394355,1,6,108.47030124085646,0
CertForge Academy,Richard Johnson,Mobile App Development,2024-06-02,2027-12-14,1a65b42d,0.2429,577,0.2344,0.5952,0.5506,0,0,26.76,1
MIT,Elizabeth Mueller,Network Engineering,2020-10-11,2022-04-27,7a97de54d61859468d1cf0980b314124f24071ee3b28c4fa7cd221fae53436ef,0.9702510833176732,1907,0.9350943770055923,0.8714742044177275,0.8967432119223943,1,7,54.27695216939585,0
Adobe,Barbara Johnson,AI & Deep Learning,2024-09-10,2029-01-05,b25bc823891e5f412f55be79eadcc731020421697137265978f415d20aa22cd7,0.898811919248368,477,0.7598071170241907,0.9193440799711374,0.88133561768675,1,3,1.7971580843095512,0
Johns Hopkins University,Karen Garcia,Data Engineering,2024-11-25,2028-10-12,c753566bd90b296a6b36e6f865080b411e572a3668c99d1694f040ffc6a1c9d0,0.9609063605058296,401,0.9848101003033468,1.0,0.9065928374869697,1,9,31.15235339232145,0
Coursera,Sarah Dubois,Cloud Architecture,2023-08-18,2027-04-21,9cf32df54a69ec6744cbce0730c73af5cbe4ac98735dd642894255bdaa20247d,0.7994162510728458,866,0.9298756732511556,0.9008303534078355,0.8417794622845636,1,7,73.97877803033579,0
ETH Zurich,William Garcia,UI/UX Design,2022-06-01,2025-05-25,5d3e85e277ff176290c2b339d923a1dec681d735aeb265118932a3ecc739de81,0.6609922078482681,1309,0.921362562925835,0.917878798270838,0.9190400039828457,1,7,2.261543698526359,0
PMI,Richard Brown,IoT Development,2023-06-24,2027-05-23,b096b6a706afe40580b2a9430b3521a72ad2a17a8306746279627cf81fe257c7,0.1782,921,0.1497,0.7783,0.0127,0,0,43.71,1
Google,David Kumar,Computer Vision,2022-12-13,2027-02-16,a75c01e12d29e5f15d0d1764051cdb57be1c3c6f6970e9627224db5f78e16c32,0.9274819590440325,1114,0.860324612041166,0.8272536022206678,0.8365199226912712,1,8,36.13398725434523,0
Salesforce,John Brown,Quantum Computing Basics,2022-08-23,2025-07-31,c0f274c5fad0c44f63e672bfa155e994f4ea8376ffd1a5732c5fd0d2cc1f62af,0.9171654201847432,1226,,0.894682349269264,0.8531226612381563,1,11,15.926373427485908,0
InstaDegree Corp,David Mueller,Cloud Architecture,2025-09-12,2028-12-18,50d810b5d1d38dfc360054d0185c2da953bf74f58b586f1ed9ab4c43a079f6ff,0.1124,110,0.2372,0.387,0.3916,0,0,95.27,1
